CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment
17449,1,7,2519.21,5,5,5,555
15245,133,3,2515.84,2,4,5,245
13344,67,3,2511.69,3,4,5,345
12352,35,8,2506.04,3,5,5,355
13695,30,15,2504.13,4,5,5,455
13471,0,4,2501.84,5,4,5,545
15932,3,8,2495.87,5,5,5,555
16477,63,7,2494.46,3,5,5,355
15271,6,15,2493.34,5,5,5,555
12483,16,8,2484.98,4,5,5,455
12913,4,5,2483.63,5,4,5,545
12517,27,5,2481.6,4,4,5,445
14315,44,6,2481.13,3,5,5,355
13507,2,4,2479.16,5,4,5,545
13588,15,9,2478.95,4,5,5,455
17682,9,6,2474.33,5,5,5,555
17188,10,7,2474.23,5,5,5,555
14766,7,6,2473.37,5,5,5,555
16710,18,10,2467.99,4,5,5,455
17164,32,7,2467.35,3,5,5,355
12455,72,6,2466.86,2,5,5,255
17131,4,5,2463.17,5,4,5,545
15750,2,8,2463.05,5,5,5,555
13784,9,11,2462.79,5,5,5,555
13975,30,6,2461.24,4,5,5,455
15674,72,5,2446.6,2,4,5,245
14163,86,4,2445.91,2,4,5,245
14502,19,11,2429.83,4,5,5,455
17071,27,9,2429.03,4,5,5,455
15527,18,8,2428.53,4,5,5,455
13949,2,6,2427.32,5,5,5,555
16143,2,6,2424.94,5,5,5,555
17722,95,4,2424.04,2,4,5,245
15089,9,6,2420.84,5,5,5,555
15373,7,12,2415.91,5,5,5,555
12397,35,2,2409.9,3,3,5,335
17589,59,4,2404.17,3,4,5,345
15980,88,3,2398.86,2,4,5,245
18065,5,14,2392.83,5,5,5,555
13141,84,5,2388.75,2,4,5,245
15370,40,7,2386.05,3,5,5,355
14493,6,5,2383.24,5,4,5,545
14239,42,11,2380.85,3,5,5,355
15270,15,7,2379.49,4,5,5,455
13722,131,3,2375.41,2,4,5,245
17434,1,7,2373.82,5,5,5,555
13908,79,4,2369.55,2,4,5,245
17530,0,10,2367.12,5,5,5,555
15755,9,6,2364.25,5,5,5,555
12457,65,7,2363.23,3,5,5,355
14930,108,3,2362.96,2,4,5,245
14030,17,8,2358.84,4,5,5,455
17634,35,9,2358.59,3,5,5,355
14440,7,5,2357.68,5,4,5,545
15140,51,7,2354.25,3,5,5,355
14309,7,9,2352.53,5,5,5,555
12704,6,8,2340.84,5,5,5,555
18259,24,3,2338.6,4,4,5,445
12584,3,9,2338.15,5,5,5,555
18257,38,8,2337.63,3,5,5,355
15281,58,9,2332.15,3,5,5,355
12782,4,5,2330.92,5,4,5,545
15785,32,5,2328.97,3,4,5,345
17313,30,1,2328.84,4,2,5,425
17744,3,6,2322.4,5,5,5,555
17211,26,8,2317.22,4,5,5,455
14290,10,5,2314.65,5,4,5,545
15365,25,7,2314.32,4,5,5,455
17954,4,12,2314.13,5,5,5,555
13704,4,9,2308.06,5,5,5,555
15288,42,5,2306.52,3,4,5,345
16550,108,5,2298.97,2,4,5,245
15105,17,7,2298.93,4,5,5,455
13115,11,4,2294.78,5,4,5,545
15704,139,4,2293.62,2,4,5,245
12615,1,4,2291.19,5,4,5,545
17696,37,8,2285.71,3,5,5,355
12684,7,7,2283.63,5,5,5,555
14554,9,4,2279.49,5,4,5,545
13994,3,6,2274.14,5,5,5,555
13317,65,6,2273.68,3,5,5,355
14466,28,7,2272.4,4,5,5,455
16782,9,13,2267.95,5,5,5,555
16057,15,7,2263.12,4,5,5,455
16209,88,5,2262.62,2,4,5,245
16293,21,10,2248.99,4,5,5,455
13700,25,10,2248.63,4,5,5,455
17442,36,6,2248.56,3,5,5,355
14432,9,6,2248.5,5,5,5,555
15235,217,12,2247.51,1,5,5,155
16735,78,5,2247.41,2,4,5,245
16771,32,5,2242.61,3,4,5,345
13527,33,7,2242.36,3,5,5,355
14211,52,9,2241.1,3,5,5,355
14560,6,22,2237.77,5,5,5,555
16076,2,10,2234.73,5,5,5,555
18242,71,4,2232.49,2,4,5,245
12783,1,6,2225.91,5,5,5,555
13365,33,2,2225.37,3,3,5,335
15834,69,4,2225.15,3,4,5,345
15665,167,2,2222.21,2,3,5,235
14825,3,12,2221.01,5,5,5,555
15811,21,6,2218.62,4,5,5,455
12876,57,2,2218.02,3,3,5,335
14226,28,5,2214.79,4,4,5,445
16743,28,7,2213.13,4,5,5,455
15722,35,5,2211.21,3,4,5,345
12653,148,2,2209.85,2,3,5,235
13862,17,8,2209.36,4,5,5,455
15797,112,4,2207.4,2,4,5,245
15179,17,5,2206.95,4,4,5,445
17591,72,7,2203.67,2,5,5,255
15123,6,2,2199.31,5,3,5,535
13831,15,6,2198.45,4,5,5,455
14700,31,3,2195.1,4,4,5,445
16628,29,5,2188.05,4,4,5,445
17406,332,3,2184.42,1,4,5,145
15394,9,4,2183.54,5,4,5,545
12909,39,5,2178.67,3,4,5,345
12856,7,6,2170.78,5,5,5,555
12501,336,1,2169.39,1,2,5,125
14341,44,8,2166.98,3,5,5,355
12633,58,4,2163.98,3,4,5,345
12935,1,7,2160.7,5,5,5,555
16456,98,5,2158.18,2,4,5,245
14407,106,6,2157.73,2,5,5,255
16379,3,4,2157.4,5,4,5,545
13224,59,2,2155.95,3,3,5,335
16966,7,7,2154.97,5,5,5,555
17272,41,4,2148.63,3,4,5,345
14828,196,3,2139.76,1,4,5,145
12560,4,3,2134.01,5,4,5,545
13517,59,3,2128.42,3,4,5,345
18061,21,10,2119.41,4,5,5,455
13632,24,5,2118.93,4,4,5,445
14360,31,4,2118.03,4,4,5,445
18008,69,9,2116.19,3,5,5,355
14691,30,5,2114.33,4,4,5,445
13755,3,9,2108.06,5,5,5,555
14640,23,6,2107.38,4,5,5,455
18173,86,4,2106.84,2,4,5,245
18093,92,4,2106.52,2,4,5,245
14461,147,3,2103.06,2,4,5,245
15058,24,11,2102.54,4,5,5,455
15815,63,5,2100.6,3,4,5,345
13126,4,8,2099.64,5,5,5,555
12610,22,5,2099.54,4,4,5,445
17861,2,8,2097.88,5,5,5,555
17400,125,5,2097.84,2,4,5,245
16875,66,5,2095.53,3,4,5,345
17191,27,7,2093.68,4,5,5,455
14306,50,2,2093.32,3,3,5,335
13265,52,5,2092.66,3,4,5,345
17490,0,7,2092.32,5,5,5,555
13297,7,4,2089.85,5,4,5,545
13571,12,12,2088.94,5,5,5,555
18044,3,10,2088.6,5,5,5,555
14810,40,11,2085.33,3,5,5,355
16954,0,9,2085.08,5,5,5,555
17768,7,3,2081.9,5,4,5,545
16407,12,10,2079.68,5,5,5,555
14696,3,7,2078.95,5,5,5,555
14515,17,6,2076.89,4,5,5,455
14209,10,6,2073.43,5,5,5,555
18241,9,17,2073.09,5,5,5,555
18231,191,5,2071.77,1,4,5,145
18219,2,10,2069.77,5,5,5,555
12948,15,7,2064.95,4,5,5,455
12928,34,5,2062.7,3,4,5,345
16281,71,1,2062.06,2,2,5,225
14409,70,6,2059.45,3,5,5,355
12518,0,5,2056.89,5,4,5,545
17667,65,5,2055.51,3,4,4,344
14188,30,6,2054.36,4,5,4,454
16150,42,5,2053.02,3,4,4,344
17086,6,6,2050.08,5,5,4,554
17612,52,6,2048.45,3,5,4,354
14232,42,5,2048.07,3,4,4,344
18283,3,16,2045.53,5,5,4,554
13495,7,5,2044.87,5,4,4,544
17597,213,1,2044.37,1,2,4,124
13450,26,6,2043.72,4,5,4,454
14001,45,3,2043.08,3,4,4,344
12585,233,2,2040.1,1,3,4,134
17846,84,1,2033.1,2,2,4,224
13630,4,7,2031.78,5,5,4,554
16358,0,4,2027.5,5,4,4,544
16409,35,5,2022.98,3,4,4,344
14482,17,6,2022.81,4,5,4,454
15341,80,1,2020.52,2,2,4,224
17625,17,4,2020.4,4,4,4,444
13593,107,5,2011.88,2,4,4,244
18069,25,5,2009.24,4,4,4,444
15372,136,1,2007.4,2,2,4,224
16098,87,7,2005.63,2,5,4,254
14217,1,17,2004.98,5,5,4,554
14544,23,2,2004.3,4,3,4,434
17082,32,2,2003.85,3,3,4,334
16754,371,1,2002.4,1,2,4,124
18188,14,3,2001.04,4,4,4,444
13305,3,10,2000.86,5,5,4,554
16698,226,2,1998.0,1,3,4,134
17679,52,2,1992.11,3,3,4,334
17088,27,4,1991.01,4,4,4,444
17827,4,5,1987.33,5,4,4,544
13590,10,6,1981.92,5,5,4,554
17337,150,4,1981.06,2,4,4,244
14462,65,11,1980.57,3,5,4,354
13725,49,8,1980.56,3,5,4,354
17422,15,6,1979.37,4,5,4,454
18204,70,3,1975.35,3,4,4,344
17090,3,7,1974.65,5,5,4,554
15531,7,2,1972.39,5,3,4,534
16341,24,4,1971.87,4,4,4,444
12674,38,4,1970.6,3,4,4,344
17790,26,14,1964.3,4,5,4,454
17997,73,8,1962.46,2,5,4,254
13246,17,6,1961.52,4,5,4,454
14506,16,5,1960.65,4,4,4,444
14498,42,5,1957.32,3,4,4,344
12853,134,6,1957.1,2,5,4,254
15493,32,5,1953.41,3,4,4,344
17554,0,5,1952.45,5,4,4,544
17218,3,10,1951.97,5,5,4,554
14533,24,7,1949.72,4,5,4,454
15814,16,4,1945.33,4,4,4,444
14418,3,3,1937.25,5,4,4,544
15864,21,6,1936.32,4,5,4,454
15157,3,3,1936.07,5,4,4,544
15351,11,7,1934.66,5,5,4,554
12528,8,6,1933.48,5,5,4,554
14655,7,4,1932.23,5,4,4,544
13094,20,12,1927.32,4,5,4,454
14653,0,7,1926.65,5,5,4,554
15518,63,8,1921.55,3,5,4,354
14978,71,5,1921.37,2,4,4,244
14285,20,4,1910.01,4,4,4,444
17228,15,8,1906.09,4,5,4,454
16983,12,7,1905.87,5,5,4,554
14210,105,6,1905.84,2,5,4,254
15819,48,4,1905.45,3,4,4,344
16942,12,9,1904.99,5,5,4,554
14250,6,3,1904.05,5,4,4,544
12762,7,2,1898.52,5,3,4,534
14730,0,8,1897.57,5,5,4,554
14934,81,2,1890.94,2,3,4,234
12371,44,2,1887.96,3,3,4,334
15641,104,4,1887.2,2,4,4,244
16170,50,6,1885.05,3,5,4,354
13890,0,10,1883.81,5,5,4,554
16128,17,5,1880.22,4,4,4,444
17738,18,4,1879.05,4,4,4,444
17368,22,8,1878.87,4,5,4,454
15367,56,4,1877.59,3,4,4,344
17463,15,5,1875.86,4,4,4,444
16986,29,2,1873.2,4,3,4,434
13982,38,4,1871.81,3,4,4,344
15021,8,9,1871.77,5,5,4,554
17469,15,5,1870.97,4,4,4,444
16841,36,6,1869.82,3,5,4,354
17870,1,12,1865.89,5,5,4,554
16426,1,10,1863.76,5,5,4,554
16201,2,4,1863.47,5,4,4,544
14887,78,1,1862.0,2,2,4,224
12423,0,8,1859.31,5,5,4,554
14305,70,3,1858.96,3,4,4,344
12963,7,8,1856.63,5,5,4,554
17293,7,9,1854.06,5,5,4,554
14472,103,8,1852.67,2,5,4,254
16979,3,6,1852.0,5,5,4,554
12383,184,5,1850.56,1,4,4,144
17873,79,5,1848.96,2,4,4,244
12381,4,5,1845.31,5,4,4,544
17519,16,6,1844.02,4,5,4,454
14524,31,9,1843.83,4,5,4,454
18180,4,6,1843.75,5,5,4,554
12950,1,3,1843.0,5,4,4,544
16102,41,3,1842.14,3,4,4,344
16455,63,7,1841.18,3,5,4,354
14113,3,4,1840.42,5,4,4,544
14216,2,4,1839.3,5,4,4,544
13924,1,6,1838.85,5,5,4,554
17015,28,3,1838.61,4,4,4,444
14459,154,1,1837.92,2,2,4,224
18287,42,3,1837.28,3,4,4,344
13650,16,6,1836.34,4,5,4,454
15827,72,14,1836.09,2,5,4,254
14665,60,5,1835.7,3,4,4,344
13421,39,2,1833.71,3,3,4,334
16152,268,1,1829.04,1,2,4,124
15203,25,6,1827.8,4,5,4,454
17702,29,4,1824.37,4,4,4,444
16153,49,5,1824.23,3,4,4,344
17705,2,9,1823.52,5,5,4,554
16169,7,4,1822.97,5,4,4,544
17828,22,4,1820.09,4,4,4,444
13048,13,4,1819.41,4,4,4,444
17787,152,4,1817.54,2,4,4,244
17629,5,8,1814.12,5,5,4,554
15260,99,7,1810.77,2,5,4,254
16474,6,7,1810.65,5,5,4,554
13481,45,5,1804.56,3,4,4,344
17663,25,7,1802.91,4,5,4,454
15812,106,5,1801.14,2,4,4,244
16249,52,5,1800.07,3,4,4,344
13562,81,3,1799.33,2,4,4,244
13196,10,4,1797.78,5,4,4,544
17648,60,4,1797.5,3,4,4,344
12348,74,4,1797.24,2,4,4,244
18235,71,3,1796.48,2,4,4,244
13134,85,4,1793.58,2,4,4,244
18179,8,6,1793.17,5,5,4,554
18122,7,6,1793.06,5,5,4,554
13510,0,4,1791.56,5,4,4,544
12523,18,11,1789.77,4,5,4,454
14215,11,6,1789.72,5,5,4,554
14621,0,5,1788.36,5,4,4,544
13875,53,5,1786.79,3,4,4,344
14608,3,4,1785.15,5,4,4,544
14935,296,1,1784.71,1,2,4,124
15220,51,6,1778.96,3,5,4,354
12645,33,4,1775.18,3,4,4,344
17092,49,4,1774.03,3,4,4,344
15594,15,5,1771.78,4,4,4,444
15473,13,7,1771.2,4,5,4,454
16681,72,6,1770.34,2,5,4,254
16719,14,7,1770.22,4,5,4,454
13456,17,6,1766.72,4,5,4,454
16751,30,1,1764.72,4,2,4,424
12424,162,2,1760.96,2,3,4,234
12823,74,5,1759.5,2,4,4,244
12349,18,1,1757.55,4,2,4,424
15241,66,8,1756.44,3,5,4,354
16359,6,9,1750.92,5,5,4,554
13808,5,5,1747.66,5,4,4,544
15067,77,3,1744.76,2,4,4,244
15950,31,4,1744.71,4,4,4,444
16380,60,1,1743.15,3,2,4,324
13157,48,4,1741.22,3,4,4,344
14595,19,6,1740.6,4,5,4,454
17930,35,5,1740.48,3,4,4,344
17353,128,2,1740.0,2,3,4,234
17457,126,5,1737.7,2,4,4,244
15050,24,3,1737.69,4,4,4,444
14673,2,5,1736.4,5,4,4,544
17043,31,4,1735.18,4,4,4,444
14387,32,3,1727.6,3,4,4,344
13564,143,3,1724.67,2,4,4,244
17451,0,7,1721.4,5,5,4,554
14834,17,6,1720.3,4,5,4,454
15267,21,5,1717.36,4,4,4,444
17162,28,10,1715.46,4,5,4,454
13763,62,1,1714.96,3,2,4,324
17147,22,4,1714.59,4,4,4,444
14441,0,4,1712.89,5,4,4,544
17750,4,9,1710.45,5,5,4,554
12405,148,1,1710.39,2,2,4,224
15947,82,1,1708.24,2,2,4,224
12407,49,5,1708.12,3,4,4,344
16902,115,1,1706.88,2,2,4,224
15240,44,5,1706.57,3,4,4,344
16398,153,2,1705.8,2,3,4,234
16791,28,7,1705.78,4,5,4,454
12843,65,8,1702.26,3,5,4,354
17193,35,7,1699.3,3,5,4,354
13824,32,5,1698.94,3,4,4,344
17813,13,5,1698.07,4,4,4,444
12764,316,1,1693.88,1,2,4,124
16007,47,4,1693.81,3,4,4,344
14245,219,2,1693.45,1,3,4,134
16671,27,3,1692.27,4,4,4,444
16775,9,11,1691.51,5,5,4,554
15380,8,5,1690.26,5,4,4,544
17152,194,3,1689.5,1,4,4,144
12635,89,2,1689.18,2,3,4,234
13162,121,4,1688.29,2,4,4,244
13577,24,4,1687.6,4,4,4,444
17282,129,3,1685.46,2,4,4,244
15549,76,3,1681.46,2,4,4,244
16638,22,10,1680.72,4,5,4,454
13149,13,4,1676.06,4,4,4,444
17656,72,5,1674.69,2,4,4,244
13184,14,10,1668.95,4,5,4,454
17754,0,5,1664.65,5,4,4,544
12912,2,5,1662.3,5,4,4,544
12530,59,4,1662.28,3,4,4,344
15214,1,8,1661.44,5,5,4,554
15332,365,4,1661.06,1,4,4,144
12967,357,2,1660.9,1,3,4,134
16115,9,8,1660.88,5,5,4,554
14045,108,4,1659.75,2,4,4,244
15953,14,8,1657.28,4,5,4,454
15826,55,3,1654.31,3,4,4,344
16813,7,10,1652.18,5,5,4,554
16711,2,5,1651.03,5,4,4,544
14837,89,4,1649.5,2,4,4,244
13647,9,4,1648.12,5,4,4,544
17284,59,6,1647.48,3,5,4,354
13750,53,5,1647.26,3,4,4,344
13012,8,8,1646.84,5,5,4,554
12657,10,4,1643.18,5,4,4,544
15002,115,4,1641.76,2,4,4,244
14573,179,9,1639.82,1,5,4,154
13627,58,5,1638.47,3,4,4,344
15024,9,10,1636.43,5,5,4,554
12398,45,1,1635.66,3,2,4,324
15122,113,3,1633.78,2,4,4,244
14164,70,2,1631.77,3,3,4,334
12377,314,2,1628.12,1,3,4,134
14759,4,3,1625.97,5,4,4,544
13425,107,3,1624.21,2,4,4,244
16515,51,5,1624.14,3,4,4,344
15172,8,5,1624.05,5,4,4,544
14937,56,3,1621.88,3,4,4,344
17101,9,4,1621.73,5,4,4,544
18161,14,5,1618.69,4,4,4,444
16987,2,7,1616.8,5,5,4,554
14336,16,4,1614.91,4,4,4,444
16992,10,5,1614.31,5,4,4,544
15791,43,2,1612.69,3,3,4,334
14312,46,6,1611.59,3,5,4,354
14918,115,2,1610.15,2,3,4,234
12868,185,6,1607.06,1,5,4,154
16817,2,9,1604.75,5,5,4,554
12947,143,6,1603.99,2,5,4,254
15660,24,9,1600.86,4,5,4,454
14178,8,7,1600.26,5,5,4,554
16496,8,3,1599.52,5,4,4,544
16466,33,7,1595.96,3,5,4,354
13850,128,1,1595.48,2,2,4,224
17673,1,6,1594.97,5,5,4,554
16801,162,4,1594.23,2,4,4,244
16676,33,4,1592.12,3,4,4,344
14970,67,4,1592.06,3,4,4,344
15611,9,13,1591.45,5,5,4,554
18178,128,4,1590.81,2,4,4,244
14442,204,2,1589.82,1,3,4,134
13614,23,4,1585.46,4,4,4,444
16332,27,7,1582.8,4,5,4,454
12393,71,4,1582.6,2,4,4,244
14719,1,5,1581.84,5,4,4,544
14587,18,9,1580.29,4,5,4,454
12607,59,1,1579.51,3,2,4,324
13814,91,2,1579.12,2,3,4,234
16889,194,3,1578.67,1,4,4,144
13186,39,3,1575.89,3,4,4,344
17671,15,4,1572.71,4,4,4,444
16283,5,5,1570.81,5,4,4,544
12865,25,2,1568.23,4,3,4,434
15906,19,7,1567.69,4,5,4,454
15111,28,3,1567.48,4,4,4,444
15532,24,4,1564.73,4,4,4,444
17204,174,4,1564.56,2,4,4,244
13659,205,2,1563.0,1,3,4,134
17085,122,5,1562.4,2,4,4,244
18239,218,5,1561.61,1,4,4,144
14038,77,3,1560.38,2,4,4,244
16394,56,5,1555.34,3,4,4,344
13313,21,5,1555.32,4,4,4,444
15620,56,3,1553.18,3,4,4,344
15117,14,5,1551.78,4,4,4,444
13634,32,5,1547.36,3,4,4,344
14229,51,3,1547.2,3,4,4,344
16790,3,6,1545.62,5,5,4,554
16369,17,3,1545.41,4,4,4,444
13397,72,5,1544.13,2,4,4,244
12818,261,1,1542.08,1,2,4,124
17837,41,8,1541.23,3,5,4,354
16365,17,9,1540.42,4,5,4,454
17159,21,3,1538.88,4,4,4,444
13849,51,2,1537.95,3,3,4,334
12877,3,12,1535.77,5,5,4,554
15392,4,4,1535.53,5,4,4,544
15625,103,4,1534.26,2,4,4,244
13320,77,4,1532.2,2,4,4,244
13107,43,4,1531.62,3,4,4,344
12759,51,3,1531.44,3,4,4,344
14321,10,5,1530.75,5,4,4,544
14567,56,2,1530.36,3,3,4,334
15701,1,4,1529.0,5,4,4,544
16244,211,2,1522.75,1,3,4,134
16066,16,5,1521.04,4,4,4,444
13213,56,5,1520.58,3,4,4,344
13764,70,3,1519.42,3,4,4,344
14267,162,3,1516.24,2,4,4,244
13791,127,2,1516.0,2,3,4,234
16748,17,5,1515.9,4,4,4,444
16053,32,2,1511.95,3,3,4,334
16434,28,7,1511.8,4,5,4,454
16910,3,8,1508.96,5,5,4,554
15265,150,2,1506.12,2,3,4,234
12937,14,4,1504.27,4,4,4,444
15916,15,8,1502.86,4,5,4,454
16279,20,3,1502.78,4,4,4,444
13810,28,3,1499.01,4,4,4,444
15530,21,4,1497.31,4,4,4,444
14414,91,7,1496.98,2,5,4,254
14704,10,9,1493.96,5,5,4,554
17002,85,3,1493.73,2,4,4,244
16880,30,7,1491.43,4,5,4,454
15057,274,2,1489.5,1,3,4,134
13110,30,7,1488.67,4,5,4,454
13692,24,3,1488.32,4,4,4,444
17553,129,1,1487.6,2,2,4,224
14758,144,4,1484.06,2,4,4,244
16395,60,5,1482.06,3,4,4,344
18016,31,5,1477.66,4,4,4,444
14878,12,9,1476.09,5,5,4,554
14403,129,4,1475.81,2,4,4,244
16755,113,3,1475.43,2,4,4,244
12826,2,7,1474.72,5,5,4,554
14246,110,3,1474.06,2,4,4,244
14963,9,5,1472.34,5,4,4,544
15128,59,4,1471.0,3,4,4,344
17590,1,3,1468.02,5,4,4,544
16016,2,8,1465.51,5,5,4,554
14875,107,2,1465.32,2,3,4,234
15983,21,4,1465.12,4,4,4,444
12882,8,2,1463.04,5,3,4,534
14233,48,4,1462.72,3,4,4,344
17063,20,7,1461.14,4,5,4,454
16996,29,6,1456.96,4,5,4,454
13309,6,5,1456.79,5,4,4,544
13477,37,6,1454.58,3,5,4,354
14541,58,8,1453.35,3,5,4,354
16059,65,6,1453.16,3,5,4,354
14404,33,6,1449.32,3,5,4,354
14740,196,3,1448.21,1,4,4,144
17073,17,4,1446.09,4,4,4,444
13717,31,6,1445.01,4,5,4,454
13461,38,3,1445.0,3,4,4,344
17175,43,4,1443.69,3,4,4,344
14071,3,8,1437.57,5,5,4,554
15987,11,7,1432.77,5,5,4,554
14566,110,1,1432.0,2,2,4,224
16503,106,4,1431.93,2,4,4,244
13475,190,4,1431.78,1,4,4,144
15427,32,3,1430.54,3,4,4,344
16103,6,6,1429.64,5,5,4,554
13159,8,4,1429.35,5,4,4,544
14035,28,5,1428.02,4,4,4,444
15858,15,5,1427.57,4,4,4,444
15681,24,5,1426.16,4,4,4,444
17571,49,4,1425.67,3,4,4,344
15106,17,5,1422.52,4,4,4,444
16463,20,4,1422.4,4,4,4,444
16571,26,3,1421.69,4,4,4,444
14019,46,3,1421.61,3,4,4,344
14901,10,9,1421.29,5,5,4,554
14443,53,4,1420.2,3,4,4,344
16173,15,6,1418.32,4,5,4,454
17856,1,4,1418.03,5,4,4,544
17288,8,7,1417.63,5,5,4,554
14748,28,5,1415.75,4,4,4,444
16348,31,7,1415.65,4,5,4,454
16012,34,3,1415.29,3,4,4,344
16245,23,3,1413.66,4,4,4,444
15237,1,4,1412.32,5,4,4,544
15444,8,2,1411.21,5,3,4,534
15596,100,5,1406.59,2,4,4,244
17083,108,3,1405.78,2,4,4,244
16271,2,5,1404.64,5,4,4,544
15426,18,5,1404.07,4,4,4,444
18116,67,8,1403.11,3,5,4,354
14649,4,4,1402.59,5,4,4,544
15563,21,4,1400.44,4,4,4,444
14741,11,6,1400.34,5,5,4,554
15478,39,2,1399.92,3,3,4,334
18202,199,3,1396.99,1,4,4,144
13995,14,5,1393.69,4,4,4,444
17354,50,1,1393.06,3,2,4,324
15810,78,4,1391.98,2,4,4,244
13414,133,3,1390.5,2,4,4,244
13516,20,3,1389.41,4,4,4,444
16539,2,4,1388.81,5,4,4,544
15134,14,8,1387.99,4,5,4,454
12952,5,4,1387.79,5,4,4,544
12775,16,5,1386.04,4,4,4,444
13308,22,3,1385.51,4,4,4,444
18167,22,3,1384.86,4,4,4,444
17311,77,2,1384.85,2,3,4,234
13572,205,1,1384.25,1,2,4,124
15898,0,5,1383.83,5,4,4,544
15051,22,3,1383.36,4,4,4,444
14116,19,5,1382.74,4,4,4,444
16389,52,4,1382.07,3,4,4,344
17621,20,3,1379.9,4,4,4,444
12886,67,2,1378.4,3,3,4,334
15569,103,5,1375.71,2,4,4,244
14434,21,6,1372.8,4,5,4,454
15453,1,7,1371.77,5,5,4,554
17676,3,6,1371.18,5,5,4,554
15095,103,4,1370.6,2,4,4,244
14507,23,6,1367.88,4,5,4,454
13813,39,4,1366.86,3,4,4,344
14897,7,4,1366.38,5,4,4,544
13396,28,2,1360.99,4,3,4,434
16726,25,5,1358.74,4,4,4,444
17054,27,5,1356.33,4,4,4,444
14859,12,4,1353.74,5,4,4,544
15116,17,4,1352.75,4,4,4,444
16079,16,3,1352.0,4,4,4,444
16493,79,4,1351.63,2,4,4,244
12770,210,1,1351.45,1,2,4,124
15411,25,4,1348.93,4,4,4,444
16669,23,3,1348.88,4,4,4,444
12646,4,2,1346.97,5,3,4,534
14154,238,2,1345.62,1,3,4,134
15398,15,2,1345.53,4,3,4,434
12463,52,4,1344.78,3,4,4,344
16317,119,3,1341.65,2,4,4,244
13743,2,7,1341.6,5,5,4,554
18177,30,6,1340.87,4,5,4,454
16045,119,4,1340.7,2,4,4,244
13501,287,1,1340.32,1,2,4,124
15734,114,2,1339.45,2,3,4,234
12620,14,3,1339.41,4,4,4,444
15059,40,9,1337.72,3,5,4,354
17372,40,8,1337.18,3,5,4,354
12919,7,6,1335.19,5,5,4,554
14064,28,5,1334.34,4,4,4,444
15680,8,3,1333.68,5,4,4,544
17932,28,3,1331.57,4,4,4,444
12676,24,6,1331.39,4,5,4,454
16295,9,4,1328.55,5,4,4,544
13232,12,7,1328.35,5,5,4,554
15146,164,2,1327.16,2,3,4,234
17633,30,4,1324.84,4,4,4,444
17095,22,3,1324.16,4,4,4,444
16110,44,3,1320.95,3,4,4,344
14591,14,4,1320.21,4,4,4,444
14794,2,7,1319.91,5,5,4,554
16083,100,2,1317.62,2,3,4,234
12526,0,3,1316.66,5,4,4,544
12854,78,3,1316.25,2,4,4,244
14921,29,2,1316.07,4,3,4,434
12576,35,5,1315.83,3,4,4,344
14511,10,5,1314.81,5,4,4,544
14973,106,3,1314.45,2,4,4,244
14738,42,7,1314.45,3,5,4,354
16040,64,3,1313.55,3,4,4,344
12364,7,4,1313.1,5,4,4,544
17004,45,2,1312.14,3,3,4,334
12516,77,2,1312.06,2,3,4,234
14477,19,4,1309.6,4,4,4,444
16120,58,4,1309.14,3,4,4,344
14047,8,5,1308.61,5,4,4,544
13328,315,1,1308.48,1,2,4,124
14297,17,4,1305.33,4,4,4,444
12507,133,3,1304.81,2,4,4,244
17919,87,1,1304.04,2,2,4,224
15813,207,2,1303.91,1,3,4,134
16370,81,4,1301.91,2,4,4,244
15108,141,4,1300.25,2,4,4,244
13168,35,4,1299.59,3,4,4,344
16464,19,3,1298.66,4,4,4,444
12488,9,3,1298.66,5,4,4,544
12372,71,3,1298.04,2,4,4,244
15602,7,9,1297.87,5,5,4,554
17961,20,39,1296.44,4,5,4,454
16929,3,7,1295.39,5,5,4,554
16224,56,4,1295.3,3,4,4,344
15621,3,4,1293.03,5,4,4,544
16744,10,7,1291.91,5,5,4,554
16101,70,1,1290.7,3,2,4,324
14856,35,3,1290.53,3,4,4,344
15171,330,1,1289.5,1,2,4,124
15136,2,4,1286.7,5,4,4,544
16949,3,6,1286.27,5,5,4,554
17802,81,3,1285.04,2,4,4,244
17350,7,4,1281.32,5,4,4,544
13538,42,7,1280.85,3,5,4,354
15494,20,2,1280.58,4,3,4,434
16951,134,3,1277.75,2,4,4,244
16692,255,2,1276.0,1,3,4,134
12394,63,2,1272.48,3,3,4,334
13878,54,1,1271.57,3,2,4,324
16899,7,6,1271.06,5,5,4,554
12630,9,2,1270.88,5,3,4,534
13492,135,3,1269.84,2,4,4,244
14898,22,6,1269.31,4,5,4,454
13431,66,2,1269.1,3,3,4,334
14916,70,4,1268.98,3,4,4,344
15199,58,4,1268.7,3,4,4,344
16660,15,4,1267.65,4,4,4,444
17037,87,1,1267.32,2,2,4,224
17158,31,3,1266.97,4,4,4,444
14105,238,1,1266.23,1,2,4,124
13989,65,2,1266.08,3,3,4,334
16842,100,3,1264.19,2,4,4,244
15497,17,2,1262.2,4,3,4,434
16688,0,4,1260.86,5,4,4,544
17388,77,4,1259.56,2,4,4,244
15009,11,3,1259.43,5,4,4,544
14669,241,3,1259.24,1,4,4,144
17019,10,4,1258.08,5,4,4,544
17412,2,7,1258.06,5,5,4,554
